Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Publisher,Volume,Issue,Pages,Issue date,Publication year,Language,ISSN,E-ISSN,DOI,Article number,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Database,Copyright,Data Provider
"Influence of Atomic Hydrogen, Band Bending, and Defects in the Top Few Nanometers of Hydrothermally Prepared Zinc Oxide Nanorods","20170203235136","Al-Saadi, Mubarak J. (1); Al-Harthi, Salim H. (1); Kyaw, Htet H. (1); Myint, Myo T.Z. (1); Bora, Tanujjal (2); Laxman, Karthik (2); Al-Hinai, Ashraf (3); Dutta, Joydeep (4) ","(1) Department of Physics, Sultan Qaboos University, PO Box 36, Al Khoudh, 123, Muscat, Oman (2) Chair in Nanotechnology, Water Research Center, Sultan Qaboos University, Al Khoudh, 123, Muscat; PO Box 17, Oman (3) Department of Chemistry, Sultan Qaboos University, PO Box 36, Al Khoudh, 123, Muscat, Oman (4) Functional Materials Division, Materials and Nanophysics, ICT School, KTH Royal Institute of Technology, Isafjordsgatan 22, Kista; Stockholm; SE-164 40, Sweden ","Al-Harthi, Salim H.(salim1@squ.edu.om) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-016-1800-3","22","","Journal article (JA)","We report on the surface, sub-surface (top few nanometers) and bulk properties of hydrothermally grown zinc oxide (ZnO) nanorods (NRs) prior to and after hydrogen treatment. Upon treating with atomic hydrogen (H*), upward and downward band bending is observed depending on the availability of molecular H2O within the structure of the NRs. In the absence of H2O, the H* treatment demonstrated a cleaning effect of the nanorods, leading to a 0.51 eV upward band bending. In addition, enhancement in the intensity of room temperature photoluminescence (PL) signals due to the creation of new surface defects could be observed. The defects enhanced the visible light activity of the ZnO NRs which were subsequently used to photocatalytically degrade aqueous phenol under simulated sunlight. On the contrary, in the presence of H2O, H* treatment created an electronic accumulation layer inducing downward band bending of 0.45 eV (~1/7th of the bulk ZnO band gap) along with the weakening of the defect signals as observed from room temperature photoluminescence spectra. The results suggest a plausible way of tailoring the band bending and defects of the ZnO NRs through control of H2O/H* species. © 2017, The Author(s).","41","Surface defects","Biodegradation - Energy gap - Hydrogen - Light - Nanorods - Photoluminescence - Surface treatment - Zinc - Zinc oxide","Accumulation layers - Bandbending - Hydrogen treatments - Room temperature photoluminescence spectra - Room-temperature photoluminescence - Visible-light activity - Visible-light photocatalysis - Zinc oxide nanorods","461.8 BiotechnologyBiotechnology - 546.3 Zinc and AlloysZinc and Alloys - 741.1 Light/OpticsLight/Optics - 761 NanotechnologyNanotechnology - 804 Chemical Products GenerallyChemical Products Generally - 804.2 Inorganic CompoundsInorganic Compounds - 933 Solid State PhysicsSolid State Physics - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"A Comprehensive Study of One-Step Selenization Process for Cu(In1−xGax)Se2Thin Film Solar Cells","20171303490355","Chen, Shih-Chen (1); Wang, Sheng-Wen (2); Kuo, Shou-Yi (3, 4); Juang, Jenh-Yih (1); Lee, Po-Tsung (2); Luo, Chih Wei (1); Wu, Kaung-Hsiung (1); Kuo, Hao-Chung (2) ","(1) Department of Electrophysics, National Chiao-Tung University, Hsinchu, Taiwan (2) Department of Photonics and Institute of Electro-Optical Engineering, National Chiao-Tung University, Hsinchu, Taiwan (3) Department of Electronic Engineering, Chang Gung University, Taoyuan, Taiwan (4) Department of Nuclear Medicine, Chang Gung Memorial Hospital, Taoyuan, Taiwan ","Chen, Shih-Chen(cscbobo@gmail.com) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1993-0","208","","Journal article (JA)","In this work, aiming at developing a rapid and environmental-friendly process for fabricating CuIn1−xGaxSe2(CIGS) solar cells, we demonstrated the one-step selenization process by using selenium vapor as the atmospheric gas instead of the commonly used H2Se gas. The photoluminescence (PL) characteristics indicate that there exists an optimal location with superior crystalline quality in the CIGS thin films obtained by one-step selenization. The energy dispersive spectroscopy (EDS) reveals that the Ga lateral distribution in the one-step selenized CIGS thin film is intimately correlated to the blue-shifted PL spectra. The surface morphologies examined by scanning electron microscope (SEM) further suggested that voids and binary phase commonly existing in CIGS films could be successfully eliminated by the present one-step selenization process. The agglomeration phenomenon attributable to the formation of MoSe2layer was also observed. Due to the significant microstructural improvement, the current–voltage (J-V) characteristics and external quantum efficiency (EQE) of the devices made of the present CIGS films have exhibited the remarkable carrier transportation characteristics and photon utilization at the optimal location, resulting in a high conversion efficiency of 11.28%. Correlations between the defect states and device performance of the one-step selenized CIGS thin film were convincingly delineated by femtosecond pump-probe spectroscopy. © 2017, The Author(s).","18","Thin films","Energy dispersive spectroscopy - Gallium - Probes - Scanning electron microscopy - Semiconducting selenium compounds - Solar cells - Thin film solar cells","CIGS - Energy dispersive spectroscopies (EDS) - External quantum efficiency - Femtosecond pump probe spectroscopy - High conversion efficiency - MoSe2 - Pump-probe spectroscopy - Selenization","549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 702.3 Solar CellsSolar Cells - 712.1.2 Compound Semiconducting MaterialsCompound Semiconducting Materials","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Structural Properties Characterized by the Film Thickness and Annealing Temperature for La2O3Films Grown by Atomic Layer Deposition","20171403530435","Wang, Xing (1); Liu, Hongxia (1); Zhao, Lu (1); Fei, Chenxi (1); Feng, Xingyao (1); Chen, Shupeng (1); Wang, Yongte (1) ","(1) Key Laboratory for Wide-Band Gap Semiconductor Materials and Devices of Education, School of Microelectronics, Xidian University, Xi’an; 710071, China ","Liu, Hongxia(hxliu@mail.xidian.edu.cn) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-2018-8","233","","Journal article (JA)","La2O3films were grown on Si substrates by atomic layer deposition technique with different thickness. Crystallization characteristics of the La2O3films were analyzed by grazing incidence X-ray diffraction after post-deposition rapid thermal annealing treatments at several annealing temperatures. It was found that the crystallization behaviors of the La2O3films are affected by the film thickness and annealing temperatures as a relationship with the diffusion of Si substrate. Compared with the amorphous La2O3films, the crystallized films were observed to be more unstable due to the hygroscopicity of La2O3. Besides, the impacts of crystallization characteristics on the bandgap and refractive index of the La2O3films were also investigated by X-ray photoelectron spectroscopy and spectroscopic ellipsometry, respectively. © 2017, The Author(s).","42","Lanthanum","Amorphous films - Annealing - Atomic layer deposition - Crystallization - Deposition - Diffusion - Energy gap - Film thickness - Rapid thermal annealing - Refractive index - Spectroscopic ellipsometry - Substrates - X ray diffraction - X ray photoelectron spectroscopy","Annealing temperatures - Crystallization behavior - Crystallized films - Different thickness - Grazing incidence X-ray diffraction - Post-deposition - Si substrates - Thermal annealing treatment","537.1 Heat Treatment ProcessesHeat Treatment Processes - 547.2 Rare Earth MetalsRare Earth Metals - 741.1 Light/OpticsLight/Optics - 802.3 Chemical OperationsChemical Operations - 933.1.2 Crystal GrowthCrystal Growth - 933.2 Amorphous SolidsAmorphous Solids - 941.4 Optical Variables MeasurementsOptical Variables Measurements","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Effect of Rare-Earth Doping on Free-Volume Nanostructure of Ga-Codoped Glassy (As/Sb)2Se3","20171203469916","Shpotyuk, Yaroslav (1, 2, 3) ","(1) Department of Sensor and Semiconductor Electronics, Ivan Franko National University of Lviv, 107, Tarnavskogo str., Lviv; 79017, Ukraine (2) Center for Innovation and Transfer of Natural Sciences and Engineering Knowledge, Faculty of Mathematics and Natural Sciences, University of Rzeszow, 1, Pigonia str., Rzeszow; 35-959, Poland (3) Laboratoire Verres et Céramiques, UMR-CNRS 6226, Université de Rennes 1, Rennes Cedex; 35042, France ","Shpotyuk, Yaroslav(yashpotyuk@gmail.com) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1959-2","191","","Journal article (JA)","Subsequent stages of atomic-deficient nanostructurization finalizing rare-earth functionality under Pr3+-doping in Ga2(As0.28Sb0.12Se0.60)98glass are studied employing method of positron annihilation lifetime spectroscopy. Genesis of free-volume positron trapping sites, composed of atomic-accessible geometrical holes (void cores) arrested by surrounding atomic-inaccessible Se-based bond-free solid angles (void shells), are disclosed for parent As2Se3, Ga-codoped Ga2(As0.40Se0.60)98, as well as Ga-codoped and Sb-modified Ga2(As0.28Sb0.12Se0.60)98glasses. The finalizing nanostructurization due to Pr3+-doping (500 wppm) in glassy Ga2(As0.28Sb0.12Se0.60)98is explained in terms of competitive contribution of changed occupancy sites available for both rare-earth ions and positrons. © 2017, The Author(s).","32","Selenium compounds","Antimony - Atoms - Electrons - Free volume - Glass - Metal ions - Positron annihilation spectroscopy - Positrons - Praseodymium - Rare earths","Atomic-deficient nanostructurization - Co-doped - Free solids - Positron annihilation lifetime spectroscopy - Positron trapping - Rare earth doping - Rare earth ions - Volume nanostructures","423 Non Mechanical Properties and Tests of Building MaterialsNon Mechanical Properties and Tests of Building Materials - 531.1 MetallurgyMetallurgy - 546.4 Antimony and AlloysAntimony and Alloys - 547.2 Rare Earth MetalsRare Earth Metals - 804.2 Inorganic CompoundsInorganic Compounds - 812.3 GlassGlass - 815 Polymers and Polymer SciencePolymers and Polymer Science - 931.3 Atomic and Molecular PhysicsAtomic and Molecular Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Catalytic reduction of 4-nitrophenol with gold nanoparticles synthesized by caffeic acid","20170203235238","Seo, Yu Seon (1); Ahn, Eun-Young (1); Park, Jisu (1); Kim, Tae Yoon (1); Hong, Jee Eun (1); Kim, Kyeongsoon (2); Park, Yohan (1); Park, Youmie (1) ","(1) College of Pharmacy and Inje Institute of Pharmaceutical Sciences and Research, Inje University, 197 Inje-ro, Gimhae; Gyeongnam; 50834, Korea, Republic of (2) Department of Pharmaceutical Engineering, Inje University, 197 Inje-ro, Gimhae; Gyeongnam; 50834, Korea, Republic of ","Park, Yohan(yohanpark@inje.ac.kr) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-016-1776-z","7","","Journal article (JA)","In this study, various concentrations of caffeic acid (CA) were used to synthesize gold nanoparticles (CA-AuNPs) in order to evaluate their catalytic activity in the 4-nitrophenol reduction reaction. To facilitate catalytic activity, caffeic acid was removed by centrifugation after synthesizing CA-AuNPs. The catalytic activity of CA-AuNPs was compared with that of centrifuged CA-AuNPs (cf-CA-AuNPs). Notably, cf-CA-AuNPs exhibited up to 6.41-fold higher catalytic activity compared with CA-AuNPs. The catalytic activity was dependent on the caffeic acid concentration, and the lowest concentration (0.08 mM) produced CA-AuNPs with the highest catalytic activity. The catalytic activities of both CA-AuNPs and cf-CA-AuNPs decreased with increasing caffeic acid concentration. Furthermore, a conversion yield of 4-nitrophenol to 4-aminophenol in the reaction mixture was determined to be 99.8% using reverse-phase high-performance liquid chromatography. The product, 4-aminophenol, was purified from the reaction mixture, and its structure was confirmed by1H-NMR. It can be concluded that the removal of the reducing agent, caffeic acid in the present study, significantly enhanced the catalytic activity of CA-AuNPs in the 4-nitrophenol reduction reaction. © 2017, The Author(s).","30","Catalyst activity","Centrifugation - Chromatography - Fiber optic sensors - Gold - High performance liquid chromatography - Liquid chromatography - Metal nanoparticles - Mixtures - Nanoparticles - Synthesis (chemical)","4-aminophenols - 4-Nitrophenol reductions - Caffeic acids - Catalytic reduction - Conversion yield - Gold Nanoparticles - Reaction mixture - Reverse phase high performance liquid chromatography","547.1 Precious MetalsPrecious Metals - 741.1.2 Fiber OpticsFiber Optics - 761 NanotechnologyNanotechnology - 802.2 Chemical ReactionsChemical Reactions - 802.3 Chemical OperationsChemical Operations - 803 Chemical Agents and Basic Industrial ChemicalsChemical Agents and Basic Industrial Chemicals - 804 Chemical Products GenerallyChemical Products Generally","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"One-Step Electrochemical Preparation of Multilayer Graphene Functionalized with Nitrogen","20171103440798","Ustavytska, Olena (1); Kurys, Yaroslav (1); Koshechko, Vyacheslav (1); Pokhodenko, Vitaly (1) ","(1) L.V. Pysarzhevsky Institute of Physical Chemistry of NAS of Ukraine, Prospect Nauky, 31, Kyiv; 03028, Ukraine ","Kurys, Yaroslav(kurys@inphyschem-nas.kiev.ua) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1957-4","175","","Journal article (JA)","A new environmentally friendly one-step method for producing multilayer (preferably 7–9 layers) nitrogen-doped graphene (N-MLG) with a slight amount of oxygen-containing defects was developed. The approach is based on the electrochemical exfoliation of graphite electrode in the presence of azide ions under the conditions of electrolysis with pulse changing of the electrode polarization potential. It was found that usage of azide anions lead not only to the exfoliation of graphite but also to the simultaneous functionalization of graphene sheets by nitrogen atoms (as a result of electrochemical decomposition of azide anions with ammonia evolution). Composition, morphology, structure, and electrochemical properties of N-MLG were characterized by C,H,N analysis, transmission electron microscopy, atomic force microscopy, FTIR, UV–Vis, and Raman spectroscopy, as well as cyclic voltammetry. The perspective of using N-MLG as oxygen reduction reaction electrocatalyst and for the electrochemical analysis of biomarkers (dopamine, ascorbic acid, and uric acid) in their mixtures was shown. © 2017, The Author(s).","31","Electrochemical electrodes","Ascorbic acid - Atomic force microscopy - Cyclic voltammetry - Doping (additives) - Electrocatalysis - Electrocatalysts - Electrodes - Electrolytic reduction - Fourier transform infrared spectroscopy - Graphene - Graphite - Graphite electrodes - High resolution transmission electron microscopy - Ions - Multilayers - Nitrogen - Organic acids - Transmission electron microscopy","Electroanalysis - Electrochemical analysis - Electrochemical decomposition - Electrochemical exfoliation - Electrochemical preparation - Nitrogen doped graphene - Oxygen reduction reaction - Sodium azide","533.1 Ore TreatmentOre Treatment - 741.3 Optical Devices and SystemsOptical Devices and Systems - 801 ChemistryChemistry - 801.4.1 ElectrochemistryElectrochemistry - 803 Chemical Agents and Basic Industrial ChemicalsChemical Agents and Basic Industrial Chemicals - 804 Chemical Products GenerallyChemical Products Generally - 804.1 Organic CompoundsOrganic Compounds","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Indicator system for the sustainability assessment of the German energy system and its transition","20170503293984","Rösch, Christine (1); Bräutigam, Klaus-Rainer (1); Kopfmüller, Jürgen (1); Stelzer, Volker (1); Lichtner, Patrick (1) ","(1) Karlsruhe Institute of Technology (KIT), Institute for Technology Assessment and Systems Analysis (ITAS), Karlstraße 11, Karlsruhe; 76133, Germany ","Rösch, Christine(christine.roesch@kit.edu) ","Energy, Sustainability and Society","Energy Sustainability Soc.","Springer Verlag","7","1","","December 1, 2017","2017","English","","21920567","10.1186/s13705-016-0103-y","1","","Journal article (JA)","In response to climate change, the limited availability of fossil fuels and the risks associated with nuclear energy, Germany’s energy transition aims to achieve a sustainable, environmentally sound supply of energy services. A monitoring process was established by the Federal Government to ensure that the targets defined for the transformation will be reached. The indicator system developed for that purpose mainly focuses on “classical” environmental, economic and technological indicators for which statistical time series data and political targets are available. Important socio-technical aspects of the energy system and its transition, such as affordability, participation and acceptance, remain largely neglected. This paper aims to contribute to the discussion on indicators needed for political decision-making to appropriately address sustainability aspects of the energy system and its transition, as well as to contribute to improving existing indicator systems. Therefore, the sustainability rules of the Integrative Concept of Sustainable Development were translated into indicators based on an in-depth literature review. The resulting abundance of possible indicators was then reduced using selection criteria such as comprehensiveness, possibility to determine targets and availability of data. Finally, the indicator system was adjusted based on feedback of experts from different disciplines and stakeholder interviews in the particular investigation area of southwest Thuringia. Besides classical indicators related to techno-economic and environmental aspects, the finally developed indicator system includes new sustainability indicators related to the socio-technical interface of the energy system. Thus, it is considered suitable for assessing the sustainability of the Germany energy system and its transition in an integrative and comprehensive way. The indicator system is helpful to systematically identify strengths and weaknesses of the energy system and interdependencies and conflicts of goals between different sustainability aspects. All in all, we believe that applying the indicator system appropriately can support the development of resilient political strategies for a successful energy transition. © 2017, The Author(s).","65","Sustainable development","Climate change - Decision making - Fossil fuels - Indicators (instruments) - Planning","Assessment - Energy systems - Energy transitions - Environmental aspects - Federal governments - Socio-technical aspects - Sustainability assessment - Sustainability indicators","443.1 Atmospheric PropertiesAtmospheric Properties - 912.2 ManagementManagement","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Substantiation of Epitaxial Growth of Diamond Crystals on the Surface of Carbide Fe3AlC0.66Phase Nanoparticles","20171103441033","Dzevin, Ievgenij M. (1); Mekhed, Alexander A. (1) ","(1) G.V. Kurdyumov Institute for Metal Physics NAS of Ukraine, Vernadsky blvd. 36, Kiev; 03680, Ukraine ","Dzevin, Ievgenij M.(dzevin@i.ua) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1869-3","174","","Journal article (JA)","Samples of Fe–Al–C alloys of varying composition were synthesized under high pressures and temperatures. From X-ray analysis data, only K-phase with usual for it average parameter of elemental lattice cell, a = 0.376 nm, carbide Fe3C and cubic diamond reflexes were present before and after cooling to the temperature of liquid nitrogen. Calculations were made of the parameters of unit cells, the enthalpy of formation of the Fe3AlC, Fe3.125Al0.825C0.5, Fe3.5Al0.5C0.5, Fe3.5Al0.5C, Fe3Al0.66C0.66, and Fe3AlC0.66unit cells and crystallographic planes were identified on which epitaxial growth of the diamond phase was possible, using density functional theory as implemented in the WIEN2k package. The possibility of epitaxial growth of diamond crystals on Fe3AlC0.66(K-phase) nanoparticles was, therefore, demonstrated. The [200] plane was established to be the most suitable plane for diamond growth, having four carbon atoms arranged in a square and a central vacancy which can be occupied by carbon during thermal-and-pressure treatment. Distances between carbon atoms in the [200] plane differ by only 5% from distances between the carbon atoms of a diamond. The electronic structure and energetic parameters of the substrate were also investigated. It was shown that the substrate with at least four intermediate layers of K-phase exhibits signs of stability such as negative enthalpy of formation and the Fermi level falling to minimum densities of states. © 2017, The Author(s).","13","Iron alloys","Aluminum - Atoms - Carbides - Density functional theory - Diamonds - Electronic structure - Enthalpy - Epitaxial growth - Nanoparticles - Substrates - X ray analysis","Crystallographic plane - Diamond crystals - Energetic parameters - Enthalpy of formation - Intermediate layers - Minimum density - Negative enthalpy - Pressure treatments","482.2.1 GemsGems - 541.1 AluminumAluminum - 545.2 Iron AlloysIron Alloys - 641.1 ThermodynamicsThermodynamics - 761 NanotechnologyNanotechnology - 804.2 Inorganic CompoundsInorganic Compounds - 931.3 Atomic and Molecular PhysicsAtomic and Molecular Physics - 933 Solid State PhysicsSolid State Physics - 933.1.2 Crystal GrowthCrystal Growth","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Synaptic Plasticity and Learning Behaviors Mimicked in Single Inorganic Synapses of Pt/HfOx/ZnOx/TiN Memristive System","20170503299225","Wang, Lai-Guo (1, 2); Zhang, Wei (1); Chen, Yan (1); Cao, Yan-Qiang (1); Li, Ai-Dong (1); Wu, Di (1) ","(1) National Laboratory of Solid State Microstructures and Department of Materials Science and Engineering, College of Engineering and Applied Sciences, Collaborative Innovation Center of Advanced Microstructures, Nanjing University, Nanjing; 210093, China (2) Anhui Key Laboratory of Functional Coordination Compounds, School of Chemistry and Chemical Engineering, Anqing Normal University, Anhui; 246011, China ","Li, Ai-Dong(adli@nju.edu.cn) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1847-9","65","","Journal article (JA)","In this work, a kind of new memristor with the simple structure of Pt/HfOx/ZnOx/TiN was fabricated completely via combination of thermal-atomic layer deposition (TALD) and plasma-enhanced ALD (PEALD). The synaptic plasticity and learning behaviors of Pt/HfOx/ZnOx/TiN memristive system have been investigated deeply. Multilevel resistance states are obtained by varying the programming voltage amplitudes during the pulse cycling. The device conductance can be continuously increased or decreased from cycle to cycle with better endurance characteristics up to about 3 × 103 cycles. Several essential synaptic functions are simultaneously achieved in such a single double-layer of HfOx/ZnOxdevice, including nonlinear transmission properties, such as long-term plasticity (LTP), short-term plasticity (STP), and spike-timing-dependent plasticity. The transformation from STP to LTP induced by repetitive pulse stimulation is confirmed in Pt/HfOx/ZnOx/TiN memristive device. Above all, simple structure of Pt/HfOx/ZnOx/TiN by ALD technique is a kind of promising memristor device for applications in artificial neural network. © 2017, The Author(s).","29","Memristors","Atomic layer deposition - Deposition - Neural networks - Platinum","Memristive systems - Memristor - Nonlinear transmission - Programming voltage - Short term plasticity - Simple structures - Spike timing dependent plasticities - Synaptic plasticity","547.1 Precious MetalsPrecious Metals - 714.2 Semiconductor Devices and Integrated CircuitsSemiconductor Devices and Integrated Circuits - 802.3 Chemical OperationsChemical Operations - 813.1 Coating TechniquesCoating Techniques","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Fabrication and Gas-Sensing Properties of Ni-Silicide/Si Nanowires","20171103448643","Hsu, Hsun-Feng (1); Chen, Chun-An (1); Liu, Shang-Wu (1); Tang, Chun-Kai (1) ","(1) Department of Materials Science and Engineering, National Chung Hsing University, 145 Xingda Rd., Taichung; 40227, Taiwan ","Hsu, Hsun-Feng(hfhsu@dragon.nchu.edu.tw) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1955-6","182","","Journal article (JA)","Ni-silicide/Si nanowires were fabricated by atomic force microscope nano-oxidation on silicon-on-insulator substrates, selective wet etching, and reactive deposition epitaxy. Ni-silicide nanocrystal-modified Si nanowire and Ni-silicide/Si heterostructure multi-stacked nanowire were formed by low- and high-coverage depositions of Ni, respectively. The Ni-silicide/Si Schottky junction and Ni-silicide region were attributed high- and low-resistance parts of nanowire, respectively, causing the resistance of the Ni-silicide nanocrystal-modified Si nanowire and the Ni-silicide/Si heterostructure multi-stacked nanowire to be a little higher and much lower than that of Si nanowire. An O2sensing device was formed from a nanowire that was mounted on Pt electrodes. When the nanowires exposed to O2, the increase in current in the Ni-silicide/Si heterostructure multi-stacked nanowire was much larger than that in the other nanowires. The Ni-silicide nanocrystal-modified Si nanowire device had the highest sensitivity. The phenomenon can be explained by the formation of a Schottky junction at the Ni-silicide/Si interface in these two types of Ni-Silicide/Si nanowire and the formation of a hole channel at the silicon nanowire/native oxide interface after exposing the nanowires to O2. © 2017, The Author(s).","28","Nanowires","Atomic force microscopy - Deposition - Gas sensing electrodes - Nanocrystals - Nickel - Schottky barrier diodes - Semiconductor junctions - Sensors - Silicides - Silicon - Silicon on insulator technology - Silicon oxides","Gas sensing properties - Reactive deposition epitaxy - Scanning probe lithography - Schottky barriers - Schottky junctions - Selective wet etching - Silicon nanowires - Silicon-on-insulator substrates","548.1 NickelNickel - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 714.2 Semiconductor Devices and Integrated CircuitsSemiconductor Devices and Integrated Circuits - 741.3 Optical Devices and SystemsOptical Devices and Systems - 761 NanotechnologyNanotechnology - 802.3 Chemical OperationsChemical Operations - 804 Chemical Products GenerallyChemical Products Generally - 933 Solid State PhysicsSolid State Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Theoretical and Experimental Study of Phonon Spectra of Bulk and Nano-Sized MoS2Layer Crystals","20170603328310","Yaremko, Anatoliy Mikhailovich (1); Yukhymchuk, Volodymyr Oleksandrovych (1); Romanyuk, Yuriy Anatolijovych (1); Baran, Jan (2); Placidi, Marcel (3) ","(1) V.E Lashkaryov Institute of Semiconductor Physics NAS of Ukraine, Prospect Nauky 45, Kyiv; 03028, Ukraine (2) Institute of Low Temperature and Structure Research of the PAS, ul. Okólna 2, Wroclaw; 50-422, Poland (3) Catalonia Institute for Energy Research (IREC), Jardins de les Dones de Negre 1, Sant Adrià de Besòs, Barcelona; 08930, Spain ","Romanyuk, Yuriy Anatolijovych(romanyuk_yu@ukr.net) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-016-1808-8","82","","Journal article (JA)","Theoretical analysis of Raman scattering spectra (RS) for single-crystal MoS2sample and atomically thin MoS2sample consisting from one to few layers was performed in order to explain the change of MoS2vibrations at transition from a monoatomic layer to a bulk crystal. Experiments have shown that changes of frequencies of the most intensive bands arising from the in-plane, E2g1, and out-of-plane, A1g, vibrations, as a function of number n of layers looks differently. Thus, the frequency of ω(A1g) is increasing with growth of n, whereas the frequency of ω(E2g1) is decreasing. Such a change of the ω(E2g1) frequency was explained as the effect of “strong increase of the dielectric tensor when going from single layer to the bulk” sample. In the present work, we show that the reason of different dependences of frequencies can be related to both the van der Waals (vdW) interlayer interaction and the anharmonic interaction of noted fundamental vibrations with the corresponding combination tones (CT) of layer that manifests itself due to Fermi resonance in the layer. Overjumping of these phonon pairs (s, s ') owing to interlayer interaction, V˜(s,s',qp), to other layers at growth of number n, results in the change of frequencies for each interacting pair of A1gor E2g1 symmetry. The alteration of pair frequencies depends on the ratio of constants V˜(s,s',qp) describing the interaction of studied states s and s '. © 2017, The Author(s).","21","Vibration analysis","Molybdenum compounds - Phonons - Raman scattering - Single crystals - Van der Waals forces","Anharmonic interaction - Atomically thin crystals - Dielectric tensors - Fermi resonances - Fundamental vibrations - Interlayer interactions - Layer crystals - Raman scattering spectra","741.1 Light/OpticsLight/Optics - 801.4 Physical ChemistryPhysical Chemistry - 933.1 Crystalline SolidsCrystalline Solids","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
