Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Publisher,Volume,Issue,Pages,Issue date,Publication year,Language,ISSN,E-ISSN,DOI,Article number,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Database,Copyright,Data Provider
"Self-assembly of hollow MoS2microflakes by one-pot hydrothermal synthesis for efficient electrocatalytic hydrogen evolution","20171403514995","Chen, Aishi (1); Cui, Renjie (1); He, Yanna (1); Wang, Qi (1); Zhang, Jian (1); Yang, Jianping (2); Li, Xing'ao (1, 2) ","(1) Key Laboratory for Organic Electronics and Information Displays & Institute of Advanced Materials (IAM), Jiangsu National Synergetic Innovation Center for Advanced Materials (SICAM), Nanjing University of Posts & Telecommunications, Nanjing; 210023, China (2) School of Science, Nanjing University of Posts and Telecommunications (NUPT), Nanjing; 210023, China ","Li, Xing'ao(lxahbmy@126.com) ","Applied Surface Science","Appl Surf Sci","Elsevier B.V.","411","","210-218","July 31, 2017","2017","English","01694332","","10.1016/j.apsusc.2017.03.184","","ASUSEE","Journal article (JA)","Molybdenum disulfide (MoS2) has emerged as a promising non-precious metal catalyst for hydrogen evolution reaction (HER) in recent years. Some strategies including nanotechnology as well as atom doping have been employed in the preparing of electrocatalysts for high-activity and stability. To the best of our knowledge, hollow MoS2microflakes assembled from ultrathin nanosheets have not been prepared previously. In this work, a simple, facile and environmentally friendly hydrothermal synthesis was utilized for the fabrication of hollow MoS2microflakes for the first time. The unique hollow structures have fascinating properties, such as the large surface and low density. The morphology and structure of MoS2microflakes were confirmed by XRD, SEM, TEM and Raman. The composition of these materials was identified by the X-ray photoelectron spectroscopy. Notably, the as-prepared hollow MoS2microflakes showed better electrocatalytic activity than other samples. The hollow flake-like structure can not only increase the active edge sites owing to the large specific surface area, but also enhance the electron transport to improve the electrocatalytic activity. Benefiting from these factors, the hollow MoS2microflakes exhibited electrocatalytic activity and excellent stability with a low overpotential about 85 mV and a Tafel slope of 59 mV per decade. © 2017 Elsevier B.V.","58","Hydrothermal synthesis","Catalysts - Electrocatalysis - Electrocatalysts - Electron transport properties - Molybdenum compounds - Self assembly - Slope stability - X ray photoelectron spectroscopy","Electrocatalytic activity - Hollow microflakes - Hydrogen evolution reactions - Large specific surface areas - Molybdenum disulfide - Morphology and structures - Non-precious metal catalysts - One-pot hydrothermal synthesis","406.2 Roads and StreetsRoads and Streets - 802.2 Chemical ReactionsChemical Reactions - 803 Chemical Agents and Basic Industrial ChemicalsChemical Agents and Basic Industrial Chemicals - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Compositional and structural studies of ion-beam modified AlN/TiN multilayers","20171403519126","Amati, M. (1); Gregoratti, L. (1); Sezen, H. (1); Grce, A. (2); Milosavljevi, M. (2); Homewood, K.P. (3) ","(1) Elettra – Sincrotrone Trieste SCpA, Area Science Park, Trieste; 34149, Italy (2) VINA Institute of Nuclear Sciences, Belgrade University, P.O. Box 522, Belgrade; 11001, Serbia (3) Queen Mary University of London, Materials Research Institute and School of Physics and Astronomy, Mile End Road, London; E1 4NS, United Kingdom ","Amati, M.(matteo.amati@elettra.eu) ","Applied Surface Science","Appl Surf Sci","Elsevier B.V.","411","","431-436","July 31, 2017","2017","English","01694332","","10.1016/j.apsusc.2017.03.160","","ASUSEE","Journal article (JA)","This paper reports on compositional and structural modifications induced in coated AlN/TiN multilayers by argon ion irradiation. The initial structure consisting of totally 30 alternate AlN (8 nm thick) and TiN (9.3 nm thick) layers was deposited on Si (100) wafers, by reactive sputtering. Irradiation was done with 180 keV Ar+to a high dose of 8 × 1016ions/cm2, which introduces up to ∼10 at.% of argon species, and generates a maximum displacement per atom of 92 for AlN and 127 for TiN, around the projected ion range (109 ± 34 nm). Characterizations were performed by Rutherford backscattering spectrometry, spatially resolved x-ray photoelectron spectroscopy, and transmission electron microscopy. The obtained results reveal that this highly immiscible and thermally stable system suffered a severe modification upon the applied ion irradiation, although it was performed at room temperature. They illustrate a thorough inter-layer mixing, atomic redistribution, structural change and phase transformation within the affected depth. The original TiN layers appear to grow in thickness, consuming the adjacent AlN layers, while retaining the fcc crystalline structure. In the mostly affected region, the interaction proceeds until all of the original AlN layers are consumed. Compositional studies with photoemission spectroscopy show that due to the ion irradiation treatment the TiN and AlN layers are transformed into Ti0.75Al0.25N and Ti0.65Al0.35N ternary compounds characterized by a better homogenized chemical form compared to non-irradiated layers. The results can be interesting towards further development of radiation tolerant materials based on immiscible ceramic nanocomposites. © 2017 Elsevier B.V.","29","X ray photoelectron spectroscopy","Aluminum - Argon - Chemical compounds - Crystal atomic structure - High resolution transmission electron microscopy - Ion beams - Ion bombardment - Ions - Irradiation - Mixing - Multilayers - Nanocomposites - Phase transitions - Photoelectron spectroscopy - Radiation - Reactive sputtering - Rutherford backscattering spectroscopy - Silicon wafers - Titanium - Titanium compounds - Titanium nitride - Transmission electron microscopy","Argon ion irradiation - Ceramic nanocomposites - Compositional studies - Interlayer - Radiation tolerant - Rutherford back-scattering spectrometry - SPEM - Structural modifications","541.1 AluminumAluminum - 542.3 Titanium and AlloysTitanium and Alloys - 633 Vacuum TechnologyVacuum Technology - 714.2 Semiconductor Devices and Integrated CircuitsSemiconductor Devices and Integrated Circuits - 741.3 Optical Devices and SystemsOptical Devices and Systems - 761 NanotechnologyNanotechnology - 801.4 Physical ChemistryPhysical Chemistry - 802.3 Chemical OperationsChemical Operations - 804 Chemical Products GenerallyChemical Products Generally - 804.2 Inorganic CompoundsInorganic Compounds - 932.1 High Energy PhysicsHigh Energy Physics - 933 Solid State PhysicsSolid State Physics - 933.1.1 Crystal LatticeCrystal Lattice","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Role of work function in field emission enhancement of Au island decorated vertically aligned ZnO nanotapers","20171403515367","Singh, Avanendra (1); Senapati, Kartik (1); Kumar, Mohit (2); Som, Tapobrata (2); Sinha, Anil K. (3); Sahoo, Pratap K. (1) ","(1) School of Physical Sciences, National Institute of Science Education and Research (NISER), HBNI, Bhubaneswar; Odisha; 752050, India (2) SUNAG Laboratory, Institute of Physics, Bhubaneswar; Odisha; 751005, India (3) Indus Synchrotrons Utilization Division, Raja Ramanna Centre for Advanced Technology, Indore; M.P.; 452013, India ","Senapati, Kartik(kartik@niser.ac.in) ","Applied Surface Science","Appl Surf Sci","Elsevier B.V.","411","","117-123","July 31, 2017","2017","English","01694332","","10.1016/j.apsusc.2017.03.060","","ASUSEE","Journal article (JA)","In this report, we demonstrate significantly enhanced field emission properties of ZnO nanotapers achieved via a corrugated decoration of Au. Field emission experiments on these Au-decorated ZnO nanotapers showed emission current densities comparable to the best results in the literature. Au decoration of 5 nm also reduced the effective turn-on field to ∼0.54 V/μm, compared to the as grown ZnO nanotapers, which showed a turn-on field of ∼1.1 V/μm. Tunneling atomic force microscopy measurements revealed a very uniform spatial emission profile in the 5 nm Au decorated nanotapers, which is a basic requirement for any large scale application. We believe that metal induced mid-gap states formed at the ZnO–Au interface are responsible for the observed low turn-on field because such interface states are known to reduce the effective work function. A direct measurement of effective work function using Kelvin probe force microscopy indeed showed more than 1.1 eV drop in the case of 5 nm Au decorated ZnO nanotapers compared to the pristine nanotapers, supporting the above argument. © 2017 Elsevier B.V.","51","Zinc oxide","Atomic force microscopy - Field emission - Interface states - Work function","Direct measurement - Effective work function - Emission current density - Emission enhancement - Enhanced field emission - Kelvin probe force microscopy - Large-scale applications - Vertically aligned","741.3 Optical Devices and SystemsOptical Devices and Systems - 804.2 Inorganic CompoundsInorganic Compounds - 931 Classical Physics; Quantum Theory; RelativityClassical Physics; Quantum Theory; Relativity - 932 High Energy Physics; Nuclear Physics; Plasma PhysicsHigh Energy Physics; Nuclear Physics; Plasma Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Evolution of controllable urchin-like SrCO3with enhanced electrochemical performance via an alternative processing","20171403515145","Wang, Zhiwei (1); He, Geping (1); Yin, Hongfeng (1); Bai, Wenyu (1); Ding, Donghai (1) ","(1) Functional Materials Laboratory, College of Materials and Mineral Resources, Xi'an University of Architecture and Technology, Xi'an; 710055, China ","Wang, Zhiwei(wangzw0818@163.com) ","Applied Surface Science","Appl Surf Sci","Elsevier B.V.","411","","197-204","July 31, 2017","2017","English","01694332","","10.1016/j.apsusc.2017.03.161","","ASUSEE","Journal article (JA)","Strontium carbonate (SrCO3) owning an urchin-like morphology with a hierarchical nanostructure was synthesized by the reactants of strontium nitrate and urea via a facilitative, green initiative hydrothermal route. Samples characterization results of the structure showed that the surface of urchin-like SrCO3was evenly distributed with nanorods with a diameter of about 50 nm and lengths of 1–2 μm. It was also found that the hydrothermal reaction time and reactants of trace concentrations changes will have an impact on the size and morphology. For these reasons we presented the crystal growth mechanism of “nuclear aggregates–nanorods embellishment–urchin-like” during the process of fabricating urchin-like SrCO3crystal. Specific capacitance was enhanced more than 6 times, which dug out the optimal urchin-like SrCO3influenced by a growth of surface nanorods. © 2017 Elsevier B.V.","58","Nanorods","Capacitance - Crystal growth - Strontium - Urea","Crystal growth mechanism - Electrochemical capacitance - Electrochemical performance - Hierarchical Nanostructures - Hydrothermal reaction - Specific capacitance - SrCO3 - Urchin-like structures","549.2 Alkaline Earth MetalsAlkaline Earth Metals - 701.1 Electricity: Basic Concepts and PhenomenaElectricity: Basic Concepts and Phenomena - 761 NanotechnologyNanotechnology - 804.1 Organic CompoundsOrganic Compounds - 933 Solid State PhysicsSolid State Physics - 933.1.2 Crystal GrowthCrystal Growth","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Effect of interlayer bonding strength and bending stiffness on 2-dimensional materials’ frictional properties at atomic-scale steps","20171403517191","Lang, Haojie (1); Peng, Yitian (1); Zeng, Xingzhong (1) ","(1) College of Mechanical Engineering, Donghua University, Shanghai; 201620, China ","Peng, Yitian(yitianpeng@dhu.edu.cn) ","Applied Surface Science","Appl Surf Sci","Elsevier B.V.","411","","261-270","July 31, 2017","2017","English","01694332","","10.1016/j.apsusc.2017.03.188","","ASUSEE","Journal article (JA)","Atomic-scale steps generally presented in 2-dimensional materials have important influence on the overall nanotribological properties of surface. Frictional properties at atomic-scale steps of two types of 2-dimensional materials are studied using calibrated atomic force microscopy (AFM) tip sliding against the steps. The lateral force at uncovered step is larger than covered step due to the bending of step edge. The lateral force at monolayer uncovered step edge of h-BN is lower than graphene because h-BN possesses higher interlayer bonding strength than graphene and the bending of h-BN step edge is suppressed to some extent. The high uncovered step exhibits much larger lateral force than low uncovered step, which could be mainly induced by increased bending stiffness of step edge rather than increased step height. The results revealed that interlayer bonding strength and bending stiffness have great influence on the lateral force at atomic-scale steps. The studies can provide a further understanding of frictional properties at atomic scale steps and could be helpful for the applications of 2-dimensional materials as lubricant coating. © 2017 Elsevier B.V.","42","Bending strength","Atomic force microscopy - Boron nitride - Diffusion bonding - Friction - Graphene - Stiffness","Atomic scale - Frictional properties - h-BN - Interlayer bonding - Lateral force - Lubricant coatings - Nanotribological properties - Steps","741.3 Optical Devices and SystemsOptical Devices and Systems - 761 NanotechnologyNanotechnology - 804 Chemical Products GenerallyChemical Products Generally - 804.2 Inorganic CompoundsInorganic Compounds - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Tailoring of the electronic properties of ZnO-polyacrylonitrile nanofibers: Experiment and theory","20171403537939","Iatsunskyi, Igor (1); Vasylenko, Andrij (2, 3); Viter, Roman (4); Kempiski, Mateusz (1); Nowaczyk, Grzegosz (1); Jurga, Stefan (1, 5); Bechelany, Mikhael (6) ","(1) NanoBioMedical Centre, Adam Mickiewicz University in Poznan, Umultowska 85, Poznan; 61-614, Poland (2) Department of Physics, University of Warwick, Gibbet Hill Road, Coventry; CV4 7AL, United Kingdom (3) Institute for Condensed Matter Physics NAS Ukraine, 1 Sventsitskogo str. 79011 Lviv, Ukraine (4) Institute of Atomic Physics and Spectroscopy, University of Latvia, 19 Raina Blvd., Riga; LV; 1586, Latvia (5) Department of Macromolecular Physics, Adam Mickiewicz University, Umultowska, 85, Poznan; 61-614, Poland (6) European Institute of Membranes (IEM, ENSCM-UM-CNRS, UMR 5635), University of Montpellier, Place Eugène Bataillon, Montpellier; F-34095, France ","Iatsunskyi, Igor(igoyat@amu.edu.pl) ","Applied Surface Science","Appl Surf Sci","Elsevier B.V.","411","","494-501","July 31, 2017","2017","English","01694332","","10.1016/j.apsusc.2017.03.111","","ASUSEE","Journal article (JA)","We report the study of ZnO-polyacrylonitrile (ZnO-PAN) nanofibers fabricated by the combination of electrospinning and atomic layer deposition. The latter technique enables us to control the size of the surface of ZnO 1D nanostructures and hence its effectiveness for energy and biosensor applications. We observe the tendency of ZnO to form nanograins with increase of the layer thickness, and investigate the influence of the grain size on the electronic properties of the nanofibers. It is demonstrated that the ZnO work function (Φ) is strongly affected by surface band bending in the ZnO layer. The observed change of Φ in ZnO layers results from the curvature of the grain surface as well as the presence of the hydroxyl and oxygen groups, adsorbed on ZnO surface and is in a good agreement with theoretical prediction. © 2017 Elsevier B.V.","45","Zinc oxide","Atomic layer deposition - Deposition - Electronic properties - Nanofibers - Polyacrylonitriles","1-D nanostructures - Biosensor applications - DFT calculation - Grain surface - Layer thickness - Oxygen groups - Polyacrylonitrile nanofibers - Surface band bending","761 NanotechnologyNanotechnology - 802.3 Chemical OperationsChemical Operations - 804.2 Inorganic CompoundsInorganic Compounds - 815.1.1 Organic PolymersOrganic Polymers - 933 Solid State PhysicsSolid State Physics - 933.1.2 Crystal GrowthCrystal Growth","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Carbonation-induced volume change in alkali-activated slag","20171503552868","Ye, Hailong (1); Radliska, Aleksandra (1) ","(1) Department of Civil and Environmental Engineering, The Pennsylvania State University, 3127 Research Drive, State College; PA; 16801, United States ","Ye, Hailong(huy131@psu.edu) ","Construction and Building Materials","Constr Build Mater","Elsevier Ltd","144","","635-644","July 30, 2017","2017","English","09500618","","10.1016/j.conbuildmat.2017.03.238","","CBUMEZ","Journal article (JA)","In this work, the volume changes of alkali-activated slag (AAS) paste prepared using various types of activator were characterized at nitrogen and atmospheric conditions. The results show that atmospheric carbonation of AAS results in volumetric expansion and disintegration, which may be attributed to the generation of crystallization stress in restrained pore spaces. This study suggests that the carbonation-induced volume change in cementitious materials is a combined result of chemical reactions and physical characteristics, depending on hydrated phase assemblage, composition, and pore structure of cementitious solids. The potassium ions (K+), compared to sodium ions (Na+), can enter the interlayer space of calcium-alumina-silicate-hydrate (C-A-S-H), distort the C-A-S-H layers stacking, coarsen the pore structure, and make AAS more vulnerable to carbonation. It is suggested that the high alkali content in AAS systems contributes considerably to its poor volumetric stability under carbonation. © 2017 Elsevier Ltd","39","Carbonation","Activated alumina - Alumina - Atmospheric chemistry - Atomic absorption spectrometry - Calcium - Calcium carbonate - Calcium silicate - Hydrates - Hydration - Metal ions - Phase change materials - Pore structure - Silicates - Slags","Alkali activated slags - Alkalis - Crystal growth model - Silicate hydrates - Volume change","443.1 Atmospheric PropertiesAtmospheric Properties - 531.1 MetallurgyMetallurgy - 549.2 Alkaline Earth MetalsAlkaline Earth Metals - 741.3 Optical Devices and SystemsOptical Devices and Systems - 802.2 Chemical ReactionsChemical Reactions - 804 Chemical Products GenerallyChemical Products Generally - 804.2 Inorganic CompoundsInorganic Compounds - 931.2 Physical Properties of Gases, Liquids and SolidsPhysical Properties of Gases, Liquids and Solids","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Comparison of long term performance between alkali activated slag and fly ash geopolymer concretes","20171303494400","Wardhono, Arie (1); Gunasekara, Chamila (2); Law, David W. (2); Setunge, Sujeeva (2) ","(1) Department of Civil Engineering, State University of Surabaya (Universitas Negeri Surabaya), Kampus Unesa Ketintang, Surabaya; 60231, Indonesia (2) Civil and Infrastructure Engineering, School of Engineering, RMIT University, 124, La Trobe Street, Melbourne; Victoria; 3000, Australia ","Gunasekara, Chamila(chamila.gunasekara@rmit.edu.au) ","Construction and Building Materials","Constr Build Mater","Elsevier Ltd","143","","272-279","July 15, 2017","2017","English","09500618","","10.1016/j.conbuildmat.2017.03.153","","CBUMEZ","Journal article (JA)","This paper reports the comparison of engineering properties of alkali activated slag (AAS) and low calcium fly ash geopolymer (FAGP) concretes up to 540 days. The results showed that the AAS concrete had higher compressive and tensile strength, elastic modulus and lower permeation characteristics than FAGP concrete in the initial 90 days. However, a reduction in AAS concrete performance was observed between 90 and 540 days, while an increase was noted in FAGP concrete over the same time period. The microscopy revealed that both reactions progressed beyond 90 days with the slag–alkali producing excess C–S–H gel which was observed to increase the crack propagation and crack width at latter ages, attributed to the combined effect of disjoining pressure and self-desiccation. The fly ash geopolymerization also continued following an initial 24 h heat curing resulting in a crack-free dense microstructure at 540 days. Overall the discrepancy in microstructural development beyond 90 days in the two concretes would explain the contradictory performance over the longer time frame. © 2017 Elsevier Ltd","58","Concretes","Atomic absorption spectrometry - Cracks - Durability - Fly ash - Geopolymers - Inorganic polymers - Mechanical properties - Slags - Tensile strength","Alkali activated slags - Compressive and tensile strengths - Concrete performance - Engineering properties - Geopolymer - Long term performance - Microstructural development - Permeation characteristics","412 ConcreteConcrete - 414 Masonry MaterialsMasonry Materials - 741.3 Optical Devices and SystemsOptical Devices and Systems - 815.1.2 Inorganic PolymersInorganic Polymers - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"O2adsorption and dissociation on the Pd13-nNin@Pt42(n = 0, 1, 12, and 13) tri-metallic nanoparticles: A DFT study","20171203489716","Li, Sha (1); Yang, Yongpeng (1); Huang, Shiping (1) ","(1) State Key Laboratory of Organic-Inorganic Composites, Beijing University of Chemical Technology, Beijing; 100029, China ","Huang, Shiping(huangsp@mail.buct.edu.cn) ","Applied Surface Science","Appl Surf Sci","Elsevier B.V.","410","","291-298","July 15, 2017","2017","English","01694332","","10.1016/j.apsusc.2017.03.083","","ASUSEE","Journal article (JA)","Density functional theory calculations are performed to investigate O2adsorption and dissociation on the icosahedral Pd13-nNin@Pt42(n = 0, 1, 12, and 13) tri-metallic nanoparticles. The parallel adsorption of O2on Pd13-nNin@Pt42(n = 0, 1, 12, and 13) is stronger than the vertical adsorption. The adsorption of O2on the bridge site (B1) is favorable in the Pd13-nNin@Pt42(n = 0, 1, 12, and 13) nanoparticles, while the adsorption of O atom on the hollow site (H1) is preferred. The adsorption energies of O2and O are strongly affected by the coordination number. Low coordination site shows strong adsorption of O2and O on the Pd13-nNin@Pt42(n = 0, 1, 12, and 13) nanoparticles. The adsorption energies of O2and O atoms are found to be correlated well with the d-band center of surface Pt. For the Pd13-nNin@Pt42(n = 0, 1, 12, and13) nanoparticles catalysts, the ORR activity follows the order of Ni13@Pt42 > Pd13@Pt42 > Pd12Ni1@Pt42 > Pd1Ni12@Pt42, illustrating that the Ni13@Pt42is the strongest ORR activity among the Pd13-nNin@Pt42(n = 0, 1, 12, and13) nanoparticles catalysts. Our results have important significance to understand the mechanism of O2dissociation on the Pd13-nNin@Pt42(n = 0, 1, 12, and 13) tri-metallic nanoparticles. © 2017 Elsevier B.V.","55","Platinum","Adsorption - Catalyst activity - Catalysts - Density functional theory - Dissociation - Metals - Nanoparticles - Nickel","Adsorption energies - Bridge sites - Coordination number - D-band centers - Density function theory - Low coordination - Metallic nanoparticles - Orr activities","547.1 Precious MetalsPrecious Metals - 548.1 NickelNickel - 761 NanotechnologyNanotechnology - 802.2 Chemical ReactionsChemical Reactions - 802.3 Chemical OperationsChemical Operations - 803 Chemical Agents and Basic Industrial ChemicalsChemical Agents and Basic Industrial Chemicals - 804 Chemical Products GenerallyChemical Products Generally - 922.1 Probability TheoryProbability Theory - 933 Solid State PhysicsSolid State Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Nanostructured cellulose-xyloglucan blends via ionic liquid/water processing","20171403517313","Bendaoud, Amine (1); Kehrbusch, Rene (2); Baranov, Anton (2); Duchemin, Benoît (3); Maigret, Jean Eudes (1); Falourd, Xavier (1); Staiger, Mark P. (2); Cathala, Bernard (1); Lourdin, Denis (1); Leroy, Eric (4) ","(1) UR1268 Biopolymères Interactions Assemblages, INRA, Nantes; F-44300, France (2) Department of Mechanical Engineering, University of Canterbury, Private Bag 4800, Christchurch; 8140, New Zealand (3) Normandie Univ, ULH, CNRS, LOMC, Le Havre; 76600, France (4) LUNAM Université, CNRS, GEPEA, UMR 6144, CRTT, 37, Boulevard de l'Université, Cedex, St. Nazaire; 44606, France ","Leroy, Eric(eric.leroy@univ-nantes.fr) ","Carbohydrate Polymers","Carbohydr Polym","Elsevier Ltd","168","","163-172","July 15, 2017","2017","English","01448617","","10.1016/j.carbpol.2017.03.080","","CAPOD8","Journal article (JA)","In this work, the properties of cellulose (CE)/xyloglucan (XG) biopolymer blends are investigated, taking inspiration from the outstanding mechanical properties of plant cell walls. CE and XG were first co-solubilized in an ionic liquid, 1-ethyl-3-methylimidazolium acetate, in order to blend these biopolymers with a varying CE:XG ratio. The biopolymers were then regenerated together using water to produce solid blends in the form of films. Water-soluble XG persisted in the films following regeneration in water, indicating an attractive interaction between the CE and XG. The final CE:XG ratio of the blends was close to the initial value in solutions, further suggesting that intimate mixing takes place between CE and XG. The resulting CE/XG films were found to be free of ionic liquid, transparent and with no evidence of phase separation at the micron scale. The mechanical properties of the blend with a CE:XG ratio close to one revealed a synergistic effect for which a maximum in the elongation and stress at break was observed in combination with a high elastic modulus. Atomic force microscopy indicates a co-continuous nanostructure for this composition. It is proposed that the non-monotonous variation of the mechanical performance of the films with XG content is due to this observed nanostructuration. © 2017 Elsevier Ltd","56","Polymer blends","Atomic force microscopy - Biomolecules - Biopolymers - Cellulose - Ionic liquids - Liquids - Mechanical properties - Phase separation - Polymers","1-ethyl-3-methylimidazolium acetates - Attractive interactions - Bioinspired - High elastic modulus - Mechanical performance - Nano structuration - Synergistic effect - Xyloglucans","461.9 BiologyBiology - 641.1 ThermodynamicsThermodynamics - 741.3 Optical Devices and SystemsOptical Devices and Systems - 804 Chemical Products GenerallyChemical Products Generally - 815.1 Polymeric MaterialsPolymeric Materials - 815.1.1 Organic PolymersOrganic Polymers - 817.1 Polymer ProductsPolymer Products - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Effect of alkali dosage on alkali-silica reaction in sodium hydroxide activated slag mortars","20171203485456","Shi, Zhenguo (1, 2); Shi, Caijun (1); Wan, Shu (1); Ou, Zhihua (3) ","(1) College of Civil Engineering, Hunan University, Changsha; 410082, China (2) Interdisciplinary Nanoscience Center (iNANO) and Department of Chemistry, University of Aarhus, Aarhus C; 8000, Denmark (3) School of Civil Engineering, Hunan University of Technology, Zhuzhou; 412007, China ","Shi, Caijun ","Construction and Building Materials","Constr Build Mater","Elsevier Ltd","143","","16-23","July 15, 2017","2017","English","09500618","","10.1016/j.conbuildmat.2017.03.125","","CBUMEZ","Journal article (JA)","Alkali-silica reaction (ASR) is one of the durability factors limiting the commercial use of alkali-activated slag (AAS) concrete. The effect of alkali dosage is of great importance and barely studied for ASR in AAS system. This study investigates the effect of alkali dosage on ASR in sodium hydroxide (NaOH) activated slag mortars. In addition to ASR expansion, the changes in sample weight, compressive strength, pore structure, and pore solution chemistry are also investigated for better understanding the factors controlling the ASR in AAS mortars. The present study shows that the pore solution alkalinity increases with increasing the alkali dosage of the activator. However, the ASR expansion decreases with increasing the alkali dosage. The SEM/EDX results show no significant difference in both morphology and chemical composition of the ASR products. The lower ASR expansion at higher alkali dosage may be attributed to the relatively higher concentration of aluminum in the pore solution due to higher degree of slag hydration, which is expected to mitigate the dissolution of silica from the reactive aggregate. © 2017","38","Compressive strength","Alkalinity - Atomic absorption spectrometry - Caustic soda - Expansion - Mortar - Pore structure - Silica - Slags - Sodium","Alkali activated slags - Alkali activators - Alkali-silica reaction - Chemical compositions - Durability factor - Pore solution alkalinities - Pore solution chemistry - Reactive aggregate","414.3 Mortar (Before 1993, use code 412)Mortar (Before 1993, use code 412) - 549.1 Alkali MetalsAlkali Metals - 741.3 Optical Devices and SystemsOptical Devices and Systems - 801.1 Chemistry, GeneralChemistry, General - 804.2 Inorganic CompoundsInorganic Compounds - 931.2 Physical Properties of Gases, Liquids and SolidsPhysical Properties of Gases, Liquids and Solids - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Preparation and characterization of cellulose laurate ester by catalyzed transesterification","20171403526476","Wen, Xiaoxiang (1); Wang, Huihui (1); Wei, Yi (1); Wang, Xiaoying (1); Liu, Chuanfu (1) ","(1) State Key Laboratory of Pulp and Paper Engineering, South China University of Technology, Guangzhou; 510640, China ","Liu, Chuanfu(chfliu@scut.edu.cn) ","Carbohydrate Polymers","Carbohydr Polym","Elsevier Ltd","168","","247-254","July 15, 2017","2017","English","01448617","","10.1016/j.carbpol.2017.03.074","","CAPOD8","Journal article (JA)","The preparation of cellulose laurate was investigated through transesterification in 1-allyl-3-methylimidazolium chloride (AmimCl)/dimethyl sulfoxide (DMSO) cosolvent system by using vinyl laurate as an acylation reagent and 1,8-diazabicyclo[5.4.0]undec-7-ene (DBU) as an effective catalyst. The effects of reaction temperature, reaction time and the molar ratio of vinyl laurate to anhydride glucose unit (AGU) were investigated. The degree of substitution (DS) ranged from 1.47 to 2.74 under the selected conditions and the reaction order of three hydroxyl groups was C-6 > C-3 > C-2. The chemical structure cellulose laurate were explored by Fourier transform infrared (FT-IR) spectroscopy,1H-nuclear magnetic resonance (NMR),13C NMR, heteronuclear single quantum correlation (HSQC) and X-ray diffraction (XRD) to confirm the occurrence of transesterification. The improved thermal stability of cellulose laurate was proved by the thermogravimetric analysis (TGA). The tensile analysis and the contact angle measurement confirmed the ductile behavior and the hydrophobicity of the films made from cellulose laurate. © 2017 The Author(s)","35","Thermogravimetric analysis","Cellulose - Cellulose films - Fourier transform infrared spectroscopy - Ionic liquids - Nuclear magnetic resonance - Nuclear magnetic resonance spectroscopy - Thermodynamic stability - Transesterification - X ray diffraction","1 ,8-diazabicyclo[5.4.0]undec-7-ene - 1-allyl-3-methylimidazolium chlorides - Cellulose laurate - Cosolvents - Degree of substitution - Fourier transform infra red (FTIR) spectroscopy - Heteronuclear single quantum correlations - Nuclear magnetic resonance(NMR)","641.1 ThermodynamicsThermodynamics - 801 ChemistryChemistry - 804 Chemical Products GenerallyChemical Products Generally - 804.1 Organic CompoundsOrganic Compounds - 811.3 Cellulose, Lignin and DerivativesCellulose, Lignin and Derivatives","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
